downloaded,language,form,dataset_name,child_id,age,comprehension,production,caregiver_education,sex,monolingual
2022-11-11,Cantonese,WS,Nazzi,80611,20,105,105,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59049,19,68,68,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59053,20,63,63,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59056,20,118,118,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59065,20,158,158,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59067,27,128,128,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59071,28,388,388,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59077,18,18,18,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59079,18,87,87,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59080,23,24,24,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59082,23,14,14,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59084,23,321,321,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59089,22,180,180,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59092,22,288,288,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59098,22,253,253,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59099,29,379,379,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59112,24,269,269,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59115,30,457,457,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59117,30,221,221,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59126,24,81,81,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59129,30,489,489,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59131,25,90,90,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59133,25,198,198,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59142,25,260,260,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59156,27,72,72,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59158,27,101,101,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59159,18,29,29,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59160,27,126,126,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59171,16,11,11,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59173,16,10,10,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59187,24,297,297,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59188,20,35,35,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59191,16,8,8,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59192,22,90,90,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59200,18,33,33,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59201,27,338,338,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59202,18,15,15,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59206,24,3,3,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59209,21,15,15,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59211,27,12,12,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59214,26,240,240,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59219,17,15,15,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59224,29,411,411,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59226,20,403,403,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59227,18,13,13,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59230,20,150,150,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59233,23,288,288,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59234,17,53,53,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59235,22,117,117,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59239,23,17,17,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59245,30,64,64,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59250,30,111,111,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59251,26,355,355,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59252,22,138,138,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59257,22,174,174,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59264,26,457,457,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59267,17,6,6,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59269,18,46,46,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59271,21,59,59,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59272,17,28,28,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59273,23,244,244,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59274,25,49,49,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59277,27,255,255,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59280,24,165,165,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59284,23,359,359,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59295,30,552,552,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59300,21,218,218,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59305,20,53,53,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59310,17,28,28,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59313,21,85,85,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59316,29,266,266,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59319,23,46,46,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59320,18,45,45,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59322,27,43,43,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59323,19,42,42,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59330,17,37,37,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59333,20,226,226,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59336,23,74,74,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59343,29,353,353,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59346,17,11,11,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59350,28,417,417,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59366,27,142,142,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59367,22,13,13,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59373,19,14,14,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59381,29,385,385,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59384,22,394,394,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59385,21,142,142,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59386,30,510,510,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59392,24,137,137,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59396,26,341,341,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59406,25,232,232,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59424,27,65,65,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59429,17,100,100,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59430,23,276,276,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59442,29,289,289,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59445,27,481,481,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59455,17,14,14,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59457,17,30,30,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59472,20,111,111,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59489,25,54,54,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59490,16,3,3,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59491,17,30,30,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59495,16,14,14,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59500,29,42,42,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59504,16,10,10,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59511,21,387,387,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59514,21,57,57,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59516,17,66,66,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59517,23,182,182,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59519,21,358,358,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59522,18,273,273,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59523,25,61,61,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59533,29,330,330,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59534,17,42,42,Some Secondary,Female,TRUE
2022-11-11,Czech,WS,Smolik,59536,18,72,72,Some Secondary,Male,TRUE
2022-11-11,Czech,WS,Smolik,59537,20,163,163,Some Secondary,Male,TRUE
2022-11-11,Danish,WS,Bleses,7280,29,609,609,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,7598,22,155,155,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,7612,21,171,171,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,7941,29,423,423,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,8276,22,498,498,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,8427,22,350,350,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,8436,22,110,110,Some Secondary,Male,TRUE
2022-11-11,Danish,WS,Bleses,8725,23,108,108,Some Secondary,Male,TRUE
2022-11-11,Danish,WS,Bleses,8738,24,281,281,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,9094,17,41,41,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,9276,21,18,18,Some Secondary,Male,TRUE
2022-11-11,Danish,WS,Bleses,9751,25,52,52,Some Secondary,Male,TRUE
2022-11-11,Danish,WS,Bleses,10422,32,536,536,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,10440,32,687,687,Some Secondary,Female,TRUE
2022-11-11,Danish,WS,Bleses,10587,31,362,362,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1,28,497,497,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,9,28,558,558,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,12,27,190,190,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,13,18,32,32,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,15,29,199,199,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,16,25,330,330,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,20,30,643,643,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,24,29,462,462,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,34,25,65,65,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,46,22,323,323,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,53,24,66,66,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,54,20,72,72,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,56,28,212,212,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,59,17,39,39,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,62,19,45,45,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,67,18,11,11,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,71,30,643,643,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,74,25,165,165,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,75,28,320,320,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,77,29,44,44,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,80,28,132,132,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,83,29,193,193,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,88,28,224,224,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,94,26,395,395,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,97,18,1,1,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,98,22,183,183,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,108,25,177,177,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,110,30,286,286,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,113,22,272,272,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,115,28,555,555,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,124,20,62,62,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,130,21,59,59,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,132,27,458,458,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,148,21,32,32,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,150,26,54,54,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,154,23,66,66,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,155,29,386,386,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,158,29,297,297,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,167,22,28,28,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,170,26,502,502,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,174,17,17,17,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,178,22,160,160,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,180,27,466,466,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,183,28,540,540,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,185,20,23,23,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,188,29,387,387,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,194,22,44,44,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,196,26,183,183,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,199,23,169,169,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,204,20,4,4,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,205,19,99,99,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,235,25,38,38,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,236,27,307,307,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,237,24,172,172,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,239,19,580,580,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,241,23,327,327,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,243,28,374,374,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,254,17,111,111,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,255,18,76,76,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,259,27,657,657,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,260,21,137,137,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,262,28,362,362,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,265,28,607,607,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,266,28,314,314,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,267,21,226,226,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,271,26,354,354,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,273,27,338,338,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,274,22,169,169,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,275,16,7,7,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,276,17,25,25,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,278,19,434,434,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,285,27,212,212,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,288,21,65,65,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,292,20,85,85,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,318,25,138,138,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,334,24,41,41,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,431,25,526,526,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,517,21,185,185,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,552,21,232,232,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,575,19,142,142,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,583,23,95,95,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,603,21,537,537,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,605,27,566,566,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,621,25,327,327,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,653,26,366,366,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,810,16,23,23,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,865,17,89,89,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,885,23,493,493,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,929,21,69,69,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1000,24,118,118,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,1001,24,328,328,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1002,18,32,32,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1007,19,127,127,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,1008,30,274,274,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,1014,19,255,255,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1090,20,61,61,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1119,24,449,449,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1218,26,141,141,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1257,16,11,11,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1589,18,79,79,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1595,19,55,55,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1602,18,100,100,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,1627,18,212,212,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,1701,20,20,20,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,1714,22,39,39,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,1716,21,8,8,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1718,23,505,505,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,1768,24,451,451,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1887,24,76,76,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1927,18,39,39,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1927,24,54,54,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1927,30,426,426,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,1956,27,290,290,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,2259,30,201,201,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2261,18,15,15,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2280,24,284,284,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2292,26,290,290,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2299,24,51,51,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2320,24,104,104,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2323,30,142,142,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2324,20,10,10,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2324,24,5,5,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2329,24,29,29,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2340,19,9,9,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2343,25,37,37,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2344,22,172,172,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2347,18,158,158,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2347,24,98,98,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2348,24,16,16,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2352,25,18,18,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2356,29,119,119,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2365,25,334,334,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2366,21,24,24,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2383,25,106,106,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2397,24,147,147,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2410,24,124,124,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,2411,17,20,20,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2411,24,72,72,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2411,29,95,95,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2412,25,46,46,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,2417,30,178,178,Some Secondary,Female,FALSE
2022-11-11,English,WS,Marchman,62825,24,215,215,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,62841,26,351,351,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,62847,24,280,280,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,62848,24,21,21,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,62854,25,378,378,Some Secondary,Male,TRUE
2022-11-11,English,WS,Poulin-Dubois,75606,20,64,64,Some Secondary,Male,FALSE
2022-11-11,English,WS,Poulin-Dubois,75653,24,125,125,Some Secondary,Male,FALSE
2022-11-11,English,WS,Poulin-Dubois,75662,30,49,49,Some Secondary,Female,FALSE
2022-11-11,English,WS,Poulin-Dubois,75606,27,56,56,Some Secondary,Male,FALSE
2022-11-11,English,WS,Poulin-Dubois,75638,30,115,115,Some Secondary,Male,FALSE
2022-11-11,English,WS,Hoff,75888,30,74,74,Some Secondary,Male,FALSE
2022-11-11,English,WS,Marchman,84455,19,7,7,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,84471,24,61,61,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,84681,18,60,60,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,84764,22,34,34,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,84826,20,15,15,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,84964,24,306,306,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,85047,26,634,634,Some Secondary,Female,TRUE
2022-11-11,English,WS,Marchman,85099,28,489,489,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,85189,30,115,115,Some Secondary,Male,TRUE
2022-11-11,English,WS,Marchman,85313,24,186,186,Some Secondary,Female,TRUE
2022-11-11,French,WS,Poulin-Dubois,75606,21,4,4,Some Secondary,Male,FALSE
2022-11-11,French,WS,Poulin-Dubois,75653,24,134,134,Some Secondary,Male,FALSE
2022-11-11,French,WS,Poulin-Dubois,75662,30,225,225,Some Secondary,Female,FALSE
2022-11-11,French,WS,Poulin-Dubois,75606,28,69,69,Some Secondary,Male,FALSE
2022-11-11,French,WS,Poulin-Dubois,75638,30,58,58,Some Secondary,Male,FALSE
2022-11-11,French,WS,Poulin-Dubois,75653,30,310,310,Some Secondary,Male,FALSE
2022-11-11,German,WS,Szagun,18814,18,36,36,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18816,18,17,17,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18817,18,7,7,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18819,18,11,11,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18824,18,56,56,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18825,18,355,355,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18828,18,47,47,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18834,18,77,77,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18835,18,16,16,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18837,18,147,147,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18840,18,23,23,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18845,18,1,1,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18846,18,9,9,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18853,18,48,48,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18854,18,17,17,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18855,18,96,96,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18860,18,8,8,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18864,18,5,5,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18868,18,147,147,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18876,18,5,5,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18878,18,32,32,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18898,19,155,155,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18899,19,10,10,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18904,19,34,34,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18906,19,21,21,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18907,19,96,96,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18912,19,5,5,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18920,19,9,9,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18923,19,99,99,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18925,19,5,5,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18926,19,204,204,Some Secondary,Female,TRUE
2022-11-11,German,WS,Szagun,18928,19,67,67,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18929,19,43,43,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18931,19,9,9,Some Secondary,Male,TRUE
2022-11-11,German,WS,Szagun,18932,19,54,54,Some Secondary,Female,TRUE
