downloaded,language,form,dataset_name,child_id,age,comprehension,production,caregiver_education,sex,monolingual
2022-11-11,Spanish,WS,Karousou,69637,16,25,25,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69638,17,6,6,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69639,16,138,138,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69640,17,6,6,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69641,17,84,84,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69643,20,100,100,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69646,21,68,68,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69647,22,424,424,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69650,22,66,66,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69653,24,120,120,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69661,26,557,557,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69668,29,410,410,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69669,29,464,464,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69672,16,17,17,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69673,17,58,58,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69674,17,179,179,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69675,17,70,70,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69676,18,33,33,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69677,17,13,13,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69680,18,55,55,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69683,18,154,154,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69684,18,98,98,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69685,18,14,14,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69687,18,17,17,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69689,19,67,67,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69690,20,15,15,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69692,20,305,305,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69694,21,25,25,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69701,24,474,474,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69702,25,98,98,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69707,24,54,54,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69708,24,89,89,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69709,25,127,127,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69713,26,290,290,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69720,29,559,559,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69721,29,360,360,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69722,29,125,125,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69723,29,509,509,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69724,29,324,324,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69725,29,304,304,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69726,29,452,452,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69728,29,545,545,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69729,29,569,569,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69730,29,532,532,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69732,30,87,87,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69738,30,529,529,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69741,17,5,5,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69742,18,46,46,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69745,20,129,129,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69746,21,175,175,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69755,24,310,310,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69761,17,10,10,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69762,17,203,203,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69763,18,136,136,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69764,19,29,29,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69765,19,69,69,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69766,20,307,307,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69767,20,243,243,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69768,21,85,85,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69769,22,331,331,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69770,22,65,65,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69771,22,149,149,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69772,25,186,186,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69773,25,92,92,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69775,24,243,243,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69776,23,269,269,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69780,27,452,452,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69783,28,319,319,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69785,30,571,571,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69788,30,315,315,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69789,16,9,9,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69790,17,32,32,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69794,18,63,63,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69795,18,223,223,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69797,20,10,10,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69799,20,63,63,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69800,21,72,72,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69802,26,379,379,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69803,26,442,442,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69805,28,463,463,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69810,18,10,10,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69812,16,12,12,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69814,17,21,21,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69815,18,60,60,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69816,20,4,4,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69817,23,423,423,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69821,29,183,183,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69824,17,25,25,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69827,16,24,24,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69828,16,33,33,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69829,16,17,17,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69830,18,68,68,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69831,18,14,14,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69832,18,47,47,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69833,19,27,27,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69835,19,149,149,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69840,25,99,99,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69843,30,331,331,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69844,30,458,458,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69847,25,450,450,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69849,16,64,64,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69851,16,6,6,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69852,16,55,55,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69854,16,149,149,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69855,16,0,0,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69856,16,39,39,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69857,16,7,7,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69858,16,20,20,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69859,16,35,35,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69860,17,16,16,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69861,17,22,22,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69864,17,30,30,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69865,17,28,28,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69866,17,16,16,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69867,17,9,9,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69868,18,5,5,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69870,18,135,135,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69872,18,8,8,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69873,18,19,19,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69874,18,24,24,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69877,18,332,332,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69880,19,7,7,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69881,19,52,52,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69885,19,251,251,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69887,20,155,155,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69888,20,77,77,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69890,20,142,142,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69892,20,67,67,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69893,21,157,157,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69894,21,17,17,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69897,21,132,132,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69903,21,221,221,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69907,22,194,194,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69908,22,183,183,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69909,22,101,101,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69910,22,20,20,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69911,22,158,158,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69913,22,52,52,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69914,22,15,15,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69915,22,302,302,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69916,22,343,343,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69917,23,229,229,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69918,24,148,148,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69919,23,278,278,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69920,23,63,63,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69921,23,166,166,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69923,24,81,81,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69924,24,338,338,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69925,24,103,103,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69928,24,303,303,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69929,24,54,54,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69932,24,294,294,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69933,24,68,68,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69935,24,281,281,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69936,24,509,509,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69937,25,222,222,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69938,25,251,251,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69940,25,166,166,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69941,25,200,200,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69942,25,30,30,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69944,25,177,177,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69945,25,148,148,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69947,25,270,270,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69953,26,75,75,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69954,26,286,286,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69955,26,305,305,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69956,26,322,322,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69959,23,121,121,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69960,27,500,500,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69962,27,157,157,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69965,27,530,530,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69966,27,330,330,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69974,27,335,335,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69976,28,309,309,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69977,28,269,269,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69978,28,588,588,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69979,28,531,531,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69980,28,213,213,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69983,28,499,499,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69984,28,499,499,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69985,21,132,132,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69986,23,157,157,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69987,22,336,336,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69988,18,168,168,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69992,16,36,36,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,69993,16,36,36,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,69995,16,24,24,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70000,17,21,21,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70001,17,12,12,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70003,17,14,14,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70005,18,7,7,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70006,18,22,22,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70007,18,30,30,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70008,18,16,16,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70011,18,21,21,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70012,18,25,25,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70014,19,42,42,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70015,19,56,56,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70017,19,206,206,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70020,20,61,61,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70021,20,202,202,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70025,21,89,89,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70027,21,40,40,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70029,21,215,215,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70032,21,399,399,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70034,19,56,56,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70038,23,166,166,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70039,22,63,63,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70040,22,88,88,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70041,22,284,284,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70044,23,190,190,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70045,23,252,252,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70048,23,244,244,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70050,24,451,451,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70053,24,62,62,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70057,24,204,204,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70058,24,202,202,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70061,25,441,441,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70067,26,358,358,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70068,26,255,255,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70073,26,281,281,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70077,16,17,17,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70079,16,40,40,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70080,17,23,23,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70082,18,48,48,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70084,18,344,344,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70085,19,22,22,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70086,18,243,243,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70088,19,16,16,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70090,20,40,40,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70095,21,147,147,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70096,21,133,133,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70098,22,18,18,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70099,22,337,337,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70102,23,420,420,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70103,24,451,451,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70104,24,247,247,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70105,24,454,454,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70108,25,493,493,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70111,26,109,109,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70112,26,239,239,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70113,26,491,491,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70115,26,517,517,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70116,26,487,487,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70118,27,513,513,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70119,27,185,185,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70123,28,576,576,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70124,28,219,219,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70127,28,505,505,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70131,29,540,540,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70133,29,238,238,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70134,29,400,400,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70136,29,518,518,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70138,29,406,406,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70139,29,527,527,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70142,29,498,498,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70145,29,458,458,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70148,29,432,432,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70156,30,440,440,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70166,16,7,7,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70169,18,31,31,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70173,22,43,43,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70175,24,478,478,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70176,25,102,102,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70180,26,272,272,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70181,26,385,385,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70182,26,331,331,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70183,26,222,222,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70184,27,109,109,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70188,28,338,338,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Karousou,70190,28,333,333,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70192,30,443,443,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70193,23,343,343,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Karousou,70196,28,376,376,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2260,24,11,11,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2265,24,56,56,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2286,27,491,491,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2286,30,629,629,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2293,21,6,6,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2293,27,52,52,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2294,23,9,9,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2294,29,52,52,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2295,24,195,195,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2295,30,245,245,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2316,19,11,11,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2331,18,90,90,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2336,27,308,308,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2353,18,39,39,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2361,22,96,96,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2384,23,58,58,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2393,25,367,367,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2393,30,426,426,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2395,19,79,79,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2395,29,52,52,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2409,22,21,21,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2409,28,22,22,Graduate,Male,TRUE
2022-11-11,Spanish,WS,Marchman,2416,23,35,35,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Marchman,2416,30,119,119,Graduate,Female,TRUE
2022-11-11,Spanish,WS,Hoff,75786,30,400,400,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75917,30,298,298,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75974,30,200,200,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75790,30,651,651,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75792,30,122,122,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75977,30,63,63,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75793,30,604,604,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75918,30,542,542,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75794,30,349,349,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75905,30,291,291,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75795,30,273,273,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75796,30,561,561,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75797,30,95,95,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75799,30,270,270,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75800,30,177,177,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75801,30,447,447,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75804,30,151,151,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75806,30,162,162,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75807,30,122,122,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75808,30,134,134,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75810,30,189,189,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75813,30,150,150,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75814,30,159,159,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75815,30,270,270,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75911,30,113,113,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75817,30,253,253,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75818,30,70,70,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75819,30,32,32,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75820,30,439,439,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75982,30,373,373,Graduate,Male,FALSE
2022-11-11,Spanish,WS,Hoff,75823,30,367,367,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75929,30,437,437,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75824,30,281,281,Graduate,Female,FALSE
2022-11-11,Spanish,WS,Hoff,75825,30,103,103,Graduate,Male,FALSE
